,A_101,A_102,A_103,A_201,A_202,A_203,A_205,A_206,A_207,A_210,A_211,A_214,A_216,A_220,A_264,A_301,A_302,A_1101,A_1102,A_1103,A_2301,A_2402,A_2403,A_2404,A_2407,A_2410,A_2501,A_2601,A_2603,A_2608,A_2901,A_2902,A_3001,A_3002,A_3004,A_3101,A_3103,A_3104,A_3201,A_3301,A_3303,A_3401,A_3402,A_3601,A_4027,A_4386,A_6601,A_6602,A_6801,A_6802,A_6817,A_6901,A_7401,A_7403,A_8001,B_702,B_705,B_801,B_1301,B_1302,B_1401,B_1402,B_1501,B_1502,B_1503,B_1504,B_1505,B_1506,B_1507,B_1508,B_1509,B_1510,B_1511,B_1512,B_1513,B_1515,B_1516,B_1517,B_1518,B_1520,B_1521,B_1524,B_1525,B_1526,B_1527,B_1529,B_1530,B_1531,B_1537,B_1801,B_1802,B_1803,B_1804,B_2702,B_2703,B_2704,B_2705,B_2706,B_2707,B_3501,B_3502,B_3503,B_3504,B_3505,B_3508,B_3509,B_3510,B_3512,B_3517,B_3519,B_3520,B_3521,B_3522,B_3541,B_3543,B_3701,B_3801,B_3802,B_3901,B_3902,B_3903,B_3905,B_3906,B_3908,B_3909,B_3910,B_3911,B_3915,B_3924,B_4001,B_4002,B_4004,B_4006,B_4009,B_4010,B_4012,B_4101,B_4102,B_4104,B_4201,B_4402,B_4403,B_4404,B_4405,B_4407,B_4501,B_4601,B_4701,B_4801,B_4802,B_4803,B_4901,B_5001,B_5002,B_5101,B_5102,B_5105,B_5106,B_5107,B_5108,B_5123,B_5201,B_5301,B_5401,B_5501,B_5502,B_5601,B_5603,B_5604,B_5701,B_5702,B_5703,B_5801,B_5802,B_5901,B_6701,B_7020,B_7301,B_7801,B_8101,B_8201,B_8202,C_102,C_202,C_210,C_302,C_303,C_304,C_305,C_306,C_401,C_403,C_407,C_501,C_602,C_701,C_702,C_704,C_726,C_801,C_802,C_804,C_1202,C_1203,C_1402,C_1403,C_1502,C_1504,C_1505,C_1601,C_1602,C_1604,C_1701,C_1801,DRB5_101,DRB5_102,DRB5_202,DRB5_9901,DRB4_101,DRB4_103,DRB4_9901,DRB3_101,DRB3_202,DRB3_210,DRB3_224,DRB3_301,DRB3_9901,DRB1_101,DRB1_102,DRB1_103,DRB1_301,DRB1_302,DRB1_401,DRB1_402,DRB1_403,DRB1_404,DRB1_405,DRB1_406,DRB1_407,DRB1_408,DRB1_410,DRB1_411,DRB1_701,DRB1_801,DRB1_802,DRB1_803,DRB1_804,DRB1_806,DRB1_807,DRB1_810,DRB1_811,DRB1_901,DRB1_1001,DRB1_1101,DRB1_1102,DRB1_1103,DRB1_1104,DRB1_1106,DRB1_1111,DRB1_1143,DRB1_1201,DRB1_1202,DRB1_1301,DRB1_1302,DRB1_1303,DRB1_1304,DRB1_1305,DRB1_1312,DRB1_1315,DRB1_1321,DRB1_1401,DRB1_1402,DRB1_1403,DRB1_1404,DRB1_1405,DRB1_1406,DRB1_1407,DRB1_1409,DRB1_1410,DRB1_1415,DRB1_1444,DRB1_1501,DRB1_1502,DRB1_1503,DRB1_1601,DRB1_1602,DQB1_201,DQB1_202,DQB1_301,DQB1_302,DQB1_303,DQB1_304,DQB1_401,DQB1_402,DQB1_501,DQB1_502,DQB1_503,DQB1_504,DQB1_601,DQB1_602,DQB1_603,DQB1_604,DQB1_605,DQB1_609,DQA1_101,DQA1_102,DQA1_103,DQA1_104,DQA1_201,DQA1_301,DQA1_302,DQA1_303,DQA1_401,DQA1_501,DQA1_503,DQA1_505,DQA1_509,DQA1_601,DPB1_101,DPB1_201,DPB1_202,DPB1_301,DPB1_401,DPB1_402,DPB1_501,DPB1_502,DPB1_601,DPB1_901,DPB1_902,DPB1_1001,DPB1_1101,DPB1_1301,DPB1_1401,DPB1_1501,DPB1_1601,DPB1_1701,DPB1_1801,DPB1_1901,DPB1_2001,DPB1_2101,DPB1_2201,DPB1_2301,DPB1_2601,DPB1_2801,DPB1_3001,DPB1_3101,DPB1_3301,DPB1_3401,DPB1_3501,DPB1_4001,DPB1_4501,DPB1_4801,DPB1_8101,DPB1_8501,DPA1_103,DPA1_104,DPA1_105,DPA1_107,DPA1_201,DPA1_202,DPA1_301,DPA1_401
HC73,0.205333,,,-0.39939,-11.2,,-13.1,,,,,,,,,0.784625,-11.45,-12.039058,,,-8.99338,-12.102711,,,,,-8.08725,-9.09389,,,,-11.051899,-7.899269,-7.988931,-11.22,-10.050353,,,-10.057542,-7.079329,-11.94,,,,,,-5.097581,,-10.071834,-7.102481,,,,,,0.688674,,-0.241437,,-9.014684,-8.024193,-9.906981,-12.06192,,,,,,,,,-8.503,,,,,,-11.12,-4.96326,,,,,,,,,,,-10.064709,,,,-10.0,,,-11.06034,,,-11.03332,,-7.186916,,,-11.28,,,,,,,,,,,-9.133224,-7.221785,,-7.03796,,,,-13.19,,,,,,,-11.141421,-8.154435,,,,,,-12.21,-4.570754,,,-13.175065,-11.072035,,,,-7.123775,,-5.366079,,,,-13.05,-13.09,,-10.067535,,,,,,,-6.204706,,,-9.097242,,-12.34,,,-11.04207,,,-13.31,,,,,,,,,,-10.08597,-10.115013,,,-11.077211,-12.13392,,,-12.019677,,,-13.127197,0.65062,-0.695029,0.170438,-9.037006,,,-9.93946,,-6.212999,2.922193,-8.063271,,-9.03194,,,-11.05075,-10.64,,-5.18598,,0.32677,,-7.144938,-0.93044,-12.01237,0.073524,-0.192737,0.082097,-0.289599,,,-11.097853,0.07892,-12.122485,-7.943817,-8.918974,-0.348363,,0.189929,-5.504781,,-11.011952,-11.9,,,,,,-0.312655,-9.05247,,-4.575947,,,,,,4.295568,-7.241805,-10.132557,-12.09,-5.331465,-13.32361,,,,-14.16,,-11.116424,-11.100574,-6.956143,,,,,,-9.08005,,,,,,,,,,,0.337127,-5.863959,,-7.180381,,-0.359034,-10.056668,-14.15,0.980253,1.710084,,,-9.024749,-13.095163,-7.15517,-10.062391,,-5.864016,0.38519,-11.108727,-10.112236,,-8.05608,-13.060507,0.46541,-11.111314,,-0.310833,0.281067,,,-9.07326,-0.51901,,,,-4.576401,-11.01444,1.216014,-13.06,-12.14017,0.07504,-13.028127,-9.072234,,,-12.08,,-14.12282,-10.052868,-9.029944,-7.93546,-6.963779,,-8.061657,,-7.192286,,,,,,,,,,,,,,,,,-0.326647,-12.94,,,0.77374,-10.03728,,
HC74,0.02007,,,-0.198437,-16.86,,-17.02,,,,,,,,,-0.029131,-16.28,0.182248,,,-16.59,0.445348,,,,,-16.31,1.618968,,,,-0.811662,-16.51,-16.23,0.5446,-16.62,,,0.91252,2.796871,-16.63,,,,,,0.8729,,-0.21205,-15.92,,,,,,-0.4651,,0.13654,,-16.63,2.263573,1.245989,0.343378,,,,,,,,,-0.6105,,,,,,-16.56,-16.99,,,,,,,,,,,-16.51,,,,-16.86,,,-0.512175,,,-0.09383,,-15.58,,,-16.27,,,,,,,,,,,-16.67,-16.81,,-16.34,,,,-15.99,,,,,,,-0.55142,-16.83,,,,,,-16.86,0.4126,,,-0.622536,-0.681376,,,,-16.7,,1.823,,,,-16.09,-16.49,,0.732652,,,,,,,-14.64,,,-16.6,,-17.43,,,-0.433411,,,-15.39,,,,,,,,,,0.453817,-16.58,,,0.573824,-0.24872,,,0.16581,,,-0.738098,0.06425,0.153827,-0.111908,-16.77,,,0.936241,,-15.8,0.814975,-16.04,,-16.79,,,-0.873,-17.36,,-16.86,,-0.095877,,-16.79,0.084886,0.061891,-0.087803,0.079085,0.3874,-0.509001,,,0.451472,-0.117341,0.254186,2.585945,-16.69776,0.253697,,0.03393,-17.68,,-0.56014,-17.06,,,,,,0.056758,1.399476,,-18.19,,,,,,-16.52,-16.63,0.385836,-15.11,1.668,-16.65,,,,-16.08,,-1.078396,0.453283,-16.77,,,,,,1.613329,,,,,,,,,,,-0.081671,-17.32,,-16.58,,0.295362,0.173533,0.176389,-1.403845,-0.019069,,,0.98384,0.250317,-16.52,1.306784,,-17.32,-0.150568,-1.039026,0.357677,,-16.02,0.181912,0.083508,-0.498125,,0.05311,-0.226054,,,1.052689,-0.017512,,,,-18.19,-0.017452,0.687194,-16.53,0.035221,0.111467,0.403864,-16.55,,,-16.97,,1.098314,-16.7,-16.56388,-15.74,-16.87,,1.86667,,-16.33,,,,,,,,,,,,,,,,,0.09467,-17.41,,,0.08784,-16.52976,,
HC75,0.68604,,,-14.20103,-10.16,,-12.5886,,,,,,,,,-13.37081,-10.3,-14.59755,,,-13.55992,-11.490775,,,,,-13.32,-13.61963,,,,-14.56224,-13.64,-13.95,-10.53,-9.42671,,,-10.39532,-12.81,-11.04,,,,,,-11.01,,-10.48361,-12.45,,,,,,1.23992,,1.02129,,-13.59201,-13.34,-9.46547,-11.51158,,,,,,,,,-8.76855,,,,,,-10.78,-9.88,,,,,,,,,,,-10.45178,,,,-10.17,,,-10.44066,,,-14.58442,,-12.05,,,-9.881,,,,,,,,,,,-13.4269,-7.41105,,-6.36645,,,,-11.99,,,,,,,-11.42327,-7.41031,,,,,,-11.17,-12.27,,,-12.31056,-14.58193,,,,-12.53,,-11.3,,,,-13.43,-13.03,,-10.53859,,,,,,,-12.06,,,-9.42008,,-11.87,,,-10.27261,,,-12.8,,,,,,,,,,-14.53599,-10.38401,,,-11.44475,-12.4111,,,-15.69194,,,-12.42033,-12.44908,0.52538,1.09457,-9.33234,,,-10.40717,,-12.41,-10.41403,-13.41,,-13.63974,,,-14.5092,-11.75,,-12.17,,-13.53989,,-7.25566,13.39304,-15.65226,-14.437626,0.71517,0.75933,-13.4155,,,-10.38972,-0.0222,-12.58059,-12.70288,-9.43325,1.02548,,-12.49993,-11.45,,-10.30774,-12.73,,,,,,-13.56567,-9.29454,,-4.85309,,,,,,-13.50782,-6.34986,-9.49182,-10.77,-10.65,-13.76,,,,-13.51743,,-11.49598,-10.37001,-13.41,,,,,,-9.45335,,,,,,,,,,,-13.54037,-12.33,,-6.34245,,1.02044,-14.65507,-13.55764,-12.3839,-11.33864,,,-9.26429,-12.47982,-7.55707,-9.48453,,-12.33,-13.53612,-11.49601,-9.37775,,-13.24,1.12036,-13.37092,-11.48499,,-13.56886,-13.41809,,,-9.28133,0.068553,,,,-4.85428,-14.56373,-12.4238,-12.22,-11.60749,-0.05169,-12.5028,-13.42793,,,-11.76,,-13.60848,-9.48287,-8.37442,-12.54033,-6.68059,,-13.61,,-6.2372,,,,,,,,,,,,,,,,,13.48074,-5.70422,,,-13.57727,-10.46834,,
HC76,0.094665,,,-0.003018,-4.780398,,-7.980474,,,,,,,,,0.093525,-10.86,-0.140132,,,1.127707,-0.741398,,,,,-9.00536,-9.009375,,,,-0.12194,1.572628,-8.033,-5.121001,-9.971769,,,-0.376862,-6.901092,-5.963434,,,,,,-6.195256,,-0.209021,-7.01105,,,,,,-0.486601,,0.121509,,1.308925,-9.039926,0.218065,-0.155373,,,,,,,,,-9.088602,,,,,,-5.8622,-4.775145,,,,,,,,,,,0.248443,,,,-6.096962,,,-0.636109,,,0.753843,,-8.043904,,,-4.767529,,,,,,,,,,,-8.969708,-7.963054,,-7.020828,,,,-7.937506,,,,,,,0.621654,2.541005,,,,,,-4.7814,-5.189765,,,-0.320046,-0.073055,,,,-8.01507,,-6.160005,,,,-9.02664,-7.962481,,0.249693,,,,,,,-6.032671,,,-9.994,,-5.981706,,,0.758894,,,-6.107287,,,,,,,,,,-10.990179,-0.452027,,,0.263456,0.153573,,,0.220553,,,0.207894,0.518894,0.052651,-0.358634,-9.979791,,,-0.472557,,-5.979261,-9.988865,-8.06254,,-8.968397,,,0.185508,-6.131063,,-4.780165,,-0.031297,,-7.916282,0.110893,0.219721,0.085786,-0.021182,0.141406,0.151095,,,-0.48785,-0.072697,0.113233,-7.916875,0.898531,0.101388,,-0.339693,-5.954827,,-11.003199,-6.923622,,,,,,0.201719,0.928855,,-4.788486,,,,,,2.087198,-6.956684,-9.971133,-5.887006,-5.050858,-7.958898,,,,1.425898,,-0.040273,-0.468194,-8.006837,,,,,,-9.990969,,,,,,,,,,,-0.023079,-5.951614,,-6.948104,,-0.00115,1.171505,0.104729,0.03293,0.724136,,,0.607259,0.153622,-7.97543,0.492309,,-5.952478,-0.004619,0.25018,-9.949909,,-9.032091,0.027765,0.090236,0.062696,,0.26471,-0.035123,,,0.667238,-0.018935,,,,-4.788766,0.151314,-0.037186,-7.972593,0.907608,-0.066812,-0.03463,-9.984315,,,-6.058635,,-8.962038,-9.993769,1.385346,-8.066548,-6.968866,,-9.009169,,-6.909561,,,,,,,,,,,,,,,,,-0.106048,-5.937278,,,0.109053,-0.15342,,
HC77,-0.044091,,,0.108929,-5.2566434,,-8.0228616,,,,,,,,,-0.1642889,-5.1984378,0.081608,,,-9.9471946,-0.0377151,,,,,-8.974433,0.265849,,,,-0.0193043,1.3182159,-7.8735945,-4.6316025,0.2219703,,,0.4472663,-7.092107,-5.9545116,,,,,,-5.5841349,,-0.1139296,-7.9493003,,,,,,0.0378493,,-0.116926,,0.7211944,-8.933674,-9.988928,0.2299955,,,,,,,,,-4.5717001,,,,,,-6.2170875,-5.2127972,,,,,,,,,,,0.1931646,,,,-5.894764,,,-0.482528,,,-0.2302053,,1.7316902,,,-5.2347307,,,,,,,,,,,-9.0172623,-8.0756942,,-7.8982443,,,,-8.040135,,,,,,,-0.388706,-8.0105521,,,,,,-5.2564426,-4.5436552,,,-0.2109635,-0.6528525,,,,-7.93342,,-5.607163,,,,-8.905779,-7.9979606,,0.778901,,,,,,,-5.8809685,,,-0.2996955,,-6.1876175,,,-0.545421,,,-6.878539,,,,,,,,,,0.6020577,0.3530628,,,-0.376535,-0.081511,,,0.0941934,,,-0.0158296,-0.2205405,-0.1740058,0.125772,-0.1710978,,,0.169084,,-5.9791068,0.3795069,-8.852558,,-0.0083901,,,-0.515937,-5.8223691,,-5.2580917,,0.2878281,,-8.1104197,-0.261938,-0.2871433,-0.091358,0.056039,-0.0850981,0.2083159,,,-0.4034581,0.064156,0.167461,1.3140221,-9.955617,0.0900038,,-0.101843,-5.901219,,0.426895,-7.0758418,,,,,,0.0791768,-0.074251,,-5.200025,,,,,,-8.959791,-7.999081,0.446274,-5.9549492,-4.6851857,1.574341,,,,0.4415917,,0.447002,-0.390655,-7.9530198,,,,,,-9.990528,,,,,,,,,,,0.277925,-5.9353902,,-7.100121,,0.0582672,0.168988,-0.14226,0.13177,0.2096854,,,-0.3888194,0.1350969,-8.005499,-9.953029,,-5.9350552,0.303606,0.524492,-0.159251,,-8.8969362,0.1592079,0.2246146,0.5878001,,0.0931565,-0.0374085,,,-0.3411284,0.0454176,,,,-5.200163,0.1892862,0.1748526,-8.026281,-0.294282,0.0058063,0.0969139,-9.998938,,,-5.796516,,0.1395151,-0.016837,0.2928262,-7.755883,-6.9986336,,0.8293112,,-7.0852724,,,,,,,,,,,,,,,,,0.056046,-7.066179,,,-0.0303385,-10.98,,
HC78,0.00567,,,0.018014,-5.553463,,-8.482419,,,,,,,,,-0.033032,-5.76689,-0.213562,,,-1.358411,-0.108003,,,,,-0.938061,-0.577965,,,,-0.022303,-0.169816,0.016606,-5.147911,-0.261892,,,-0.484682,-7.475182,-6.368361,,,,,,-6.478991,,-0.319223,-7.546458,,,,,,-0.120797,,-0.025607,,-0.133967,-0.760887,-0.233958,0.118415,,,,,,,,,-4.665465,,,,,,-6.81142,-5.519715,,,,,,,,,,,-0.268478,,,,-6.704583,,,0.064758,,,-0.376285,,-8.682496,,,-5.789788,,,,,,,,,,,0.2124945,0.205671,,0.665067,,,,0.95809,,,,,,,0.014261,0.663229,,,,,,-5.552958,-5.2576,,,-0.122771,0.057091,,,,0.167751,,-6.772318,,,,0.037086,-8.696171,,0.141973,,,,,,,-6.552665,,,-0.746087,,-6.836336,,,-0.026986,,,1.648868,,,,,,,,,,0.143403,0.055329,,,0.057369,0.112195,,,-0.024423,,,-0.076677,0.085527,-0.016188,-0.128749,0.313278,,,-0.538203,,-6.508032,0.123445,0.149349,,0.352772,,,-0.041505,-6.342626,,-5.553007,,-0.094258,,0.879186,0.047486,-0.36754,0.239631,-0.156425,-0.095949,-0.221166,,,-0.270857,0.140485,0.014595,-8.346307,-0.120279,-0.036144,,0.347544,-6.00075,,0.234886,1.362057,,,,,,-0.125928,0.156925,,-4.977195,,,,,,-0.452009,-7.497247,-0.613437,-6.61698,-5.647879,0.009944,,,,-0.127264,,-0.187094,-0.263806,0.07661,,,,,,-0.368131,,,,,,,,,,,-0.092771,-6.265054,,-7.680752,,-0.006234,-0.269944,0.066906,0.279703,-0.16091,,,0.005399,0.061921,0.460138,-0.597559,,-6.264862,-0.081614,-0.228043,-0.173095,,-9.59375,0.033002,-0.121058,-0.248189,,-0.113347,0.350063,,,-0.104887,-0.060329,,,,-4.977803,0.177936,-0.0179967,0.884561,-0.109021,0.014896,0.14105,-0.354408,,,-6.31135,,-1.364912,-0.010955,-0.492657,-8.394339,-7.356185,,0.488913,,0.595987,,,,,,,,,,,,,,,,,0.033461,-7.374797,,,-0.074888,0.203438,,
HC79,0.027205,,,-0.0829772,-5.488936,,-8.449729,,,,,,,,,0.107952,-5.468465,-0.293221,,,-0.38128,-0.0113504,,,,,1.0135303,0.418496,,,,0.617151,0.089539,-8.512425,-5.593503,0.607795,,,-0.4562,-7.477915,-5.45648,,,,,,-5.545843,,0.116808,-7.461593,,,,,,0.1108429,,0.137063,,0.526986,-8.434387,-0.149868,-0.041866,,,,,,,,,-9.515349,,,,,,4.207995,-5.443217,,,,,,,,,,,0.170768,,,,-5.436647,,,-0.286353,,,-0.0392595,,-8.462223,,,-5.498113,,,,,,,,,,,-0.0229391,1.302313,,1.683478,,,,-7.461325,,,,,,,0.180349,-8.4930696,,,,,,-5.487296,-5.576139,,,-0.002017,-0.138335,,,,-8.472653,,-5.514185,,,,-8.46618,-8.437074,,0.1490046,,,,,,,-6.510638,,,0.604583,,-6.394391,,,0.380879,,,-6.501517,,,,,,,,,,-0.069151,0.478046,,,0.221194,-0.090052,,,-0.108977,,,-0.053287,0.000581,0.170834,0.050083,0.454649,,,-0.116089,,-6.515815,0.116845,-8.486952,,-0.492276,,,0.128323,-5.469215,,-5.487038,,-0.152063,,-8.478279,0.171963,0.267138,-0.0853821,0.102542,0.173685,-0.033187,,,-0.384234,-0.0707638,-0.0065,-8.49873,-9.437293,0.200706,,-0.2145909,-6.4310458,,-0.420721,-7.453363,,,,,,-0.009978,-0.570534,,-5.405742,,,,,,-0.125327,-7.491518,0.238973,-5.566316,-5.623853,1.084885,,,,-0.067298,,0.328687,-0.367051,-8.45072,,,,,,0.396905,,,,,,,,,,,-0.151561,-6.480836,,-7.490045,,0.150541,0.201702,-0.0267372,-0.276311,0.250394,,,-0.19375,0.035574,-7.520319,0.653138,,-6.480879,-0.1659695,0.2180204,-0.655363,,0.468203,0.083753,-0.1465276,0.241605,,0.014748,-0.129313,,,-0.139611,0.087082,,,,-5.406059,0.203486,0.060617,-8.44775,0.043738,0.01274,0.2953148,-10.457683,,,-6.501219,,-9.501,0.171769,-9.468827,0.9444655,-7.439324,,-8.490749,,-7.467781,,,,,,,,,,,,,,,,,0.105496,-6.400099,,,-0.074114,0.466259,,
HC80,0.13722,,,0.86901,-10.78,,-7.51891,,,,,,,,,-13.52804,-10.49,-11.57084,,,-8.54252,-11.67237,,,,,-8.40697,-8.51053,,,,-10.57476,-13.57,-13.56,-10.07,-14.64282,,,-10.56679,-12.73,-11.57,,,,,,-11.47,,-10.61087,-12.64,,,,,,1.19847,,-13.7787,,-13.62795,-7.58086,-9.55658,-11.4993,,,,,,,,,-8.25487,,,,,,-11.74,-10.86,,,,,,,,,,,-10.46291,,,,-10.73,,,-14.66022,,,-10.47507,,-12.5,,,-10.58,,,,,,,,,,,-8.53169,-12.8,,-12.44,,,,-12.53,,,,,,,-14.68906,-7.61345,,,,,,-11.78,-11.8,,,-12.62211,-11.51736,,,,-12.5,,-11.0,,,,-7.41028,-7.5505,,-14.64854,,,,,,,-12.3,,,-13.60321,,-11.92,,,-14.68886,,,-5.38791,,,,,,,,,,-14.6202,-10.59158,,,-11.55078,-11.68335,,,-12.47094,,,-12.63091,-12.64789,0.67587,1.04801,-13.61814,,,-10.49043,,-12.36,-9.59737,-12.52001,,-13.67114,,,-10.57008,-12.15,,-11.79,,1.06335,,-7.62664,-1.01099,-11.39816,-14.9099,0.16405,-15.96057,-12.28354,,,-10.354,-0.31783,2.02469,-12.6808,-13.67844,-15.91944,,-12.71742,-11.74,,-14.67505,-12.82,,,,,,-13.44523,-13.59372,,-11.91,,,,,,-13.58745,-12.54,-9.43899,-11.44,-10.89,-12.72,,,,-8.43242,,-10.61772,-10.36071,-12.64,,,,,,-13.56516,,,,,,,,,,,1.16067,-12.58,,-6.65428,,-15.92379,-9.339788,-13.38852,-12.65558,-14.68243,,,-13.59008,1.39524,-7.568,-13.6088,,-12.58,1.22202,-10.61375,-9.47785,,-7.35244,1.03908,1.10179,-11.62662,,-13.44645,-13.75582,,,-13.58253,-14.64009,,,,-11.91,-11.55976,-12.45255,-12.75,-11.65981,-0.49647,-12.59847,-9.50142,,,-11.15,,-8.4929,-9.5614,-13.62624,-7.43351,-12.73,,-13.6,,-12.53,,,,,,,,,,,,,,,,,13.16498,-13.0,,,-13.3217,-9.53787,,
HC81,-0.08444,,,-0.44453,-10.65577,,-7.39663,,,,,,,,,-0.73467,-11.92,-11.41229,,,3.69646,0.6671,,,,,-8.484819,-8.41272,,,,-11.4261,-8.318124,-7.22218,-11.09,-10.42228,,,-10.45307,-6.48374,-5.19515,,,,,,-5.15376,,-10.40054,-12.46863,,,,,,-0.04881,,-0.032809,,-9.45084,-8.42801,-9.42936,-11.45897,,,,,,,,,-7.56845,,,,,,-5.72686,-11.46,,,,,,,,,,,-10.40576,,,,-10.41536,,,-10.33924,,,-11.443412,,-7.51506,,,-10.96498,,,,,,,,,,,-8.54629,-13.59104,,-7.45328,,,,-13.61114,,,,,,,-11.45904,-7.53052,,,,,,-11.66,-4.02489,,,-0.203402,-11.43578,,,,-12.39272,,-5.32946,,,,-13.43338,-7.43449,,-10.41806,,,,,,,-12.47,,,-9.37521,,-5.70753,,,-10.46529,,,-12.44817,,,,,,,,,,-10.37431,-10.451396,,,-11.36797,0.40946,,,-12.44279,,,-0.21952,0.2112,-0.018509,-0.21224,3.33667,,,-10.41393,,-12.57993,-10.46239,-8.37161,,-9.42768,,,-11.41056,-11.17978,,-4.64877,,-0.06723,,-7.6073,0.1895,-12.43886,0.27647,-0.042923,0.07653,0.2732,,,-10.48669,0.09964,0.09546,-7.37126,-9.26003,-0.06192,,0.0006471,-11.78538,,-10.35613,-12.29241,,,,,,-0.78509,-9.498527,,-4.13924,,,,,,-8.44154,-12.44363,-9.4226,-11.53593,-4.65148,-7.62293,,,,-8.55442,,-11.4239,-10.49055,-7.35102,,,,,,-9.43091,,,,,,,,,,,-0.05661,-12.26993,,-12.70311,,-0.08786,-10.502865,0.196765,1.10497,-11.40512,,,-9.48302,-0.45468,-12.48556,-9.38078,,-12.26998,0.69913,-11.43397,-10.49911,,-8.44059,-0.74737,-0.69972,-11.45219,,-0.78348,0.377648,,,-9.50555,-0.273385,,,,-4.13965,-11.45048,-12.450824,-7.54515,0.97738,0.04158,-0.084247,-9.47732,,,-5.23487,,-9.47436,-9.38698,-8.48624,-7.31215,-6.27599,,-8.32769,,-7.66838,,,,,,,,,,,,,,,,,13.40347,-6.16702,,,-13.44721,-10.4147,,
HC82,-0.018217,,,-0.117088,-5.084663,,-8.280564,,,,,,,,,0.153288,-5.099679,-0.309844,,,-9.350075,-0.2406662,,,,,1.323746,-9.372198,,,,0.204193,-9.328807,2.015249,-5.463969,0.467288,,,-0.055874,-7.170302,-5.393505,,,,,,-5.635367,,0.147199,2.731917,,,,,,0.014176,,-0.100303,,0.250026,1.444197,0.546224,-0.115105,,,,,,,,,-5.398301,,,,,,-5.222181,-5.128961,,,,,,,,,,,0.580938,,,,-11.5,,,0.089857,,,0.575631,,-8.45531,,,-5.167045,,,,,,,,,,,-9.352234,-7.246072,,-7.4349775,,,,2.486492,,,,,,,-1.054116,2.183666,,,,,,-5.087453,-5.600501,,,-0.215197,0.123809,,,,-8.379169,,-5.753422,,,,-8.438349,-8.409155,,0.5754287,,,,,,,-6.463537,,,-9.347403,,-6.115209,,,-1.023361,,,-6.370733,,,,,,,,,,0.316783,0.298157,,,0.225117,-0.380444,,,0.246321,,,-0.278153,0.011055,0.090349,9.045e-05,-9.341736,,,0.964296,,-6.348672,0.717288,-8.453008,,1.793621,,,0.509819,-5.367793,,-5.090554,,0.400934,,-7.233572,-0.350844,0.1483217,0.0001281,0.0004092,0.091754,-0.098663,,,0.498076,-0.024988,-0.356858,-8.254454,0.545926,-0.018386,,0.0181467,-6.296016,,0.852215,-7.142496,,,,,,0.159192,-9.357045,,-4.936583,,,,,,0.999376,-7.304436,1.0803295,-5.406214,-5.670059,-8.266033,,,,-9.371024,,-0.822231,0.737639,2.181112,,,,,,-9.331569,,,,,,,,,,,0.429114,-6.335409,,-7.276704,,-0.02474,0.411087,0.084217,0.202079,-0.518189,,,-10.363451,-0.182187,-7.253427,0.146754,,-6.335436,0.452525,-0.821129,1.180186,,-8.446355,-0.103728,0.233627,-1.015299,,0.116392,0.011869,,,-9.350555,0.0294008,,,,-4.936617,-0.458239,0.470756,-7.332516,0.040707,-0.0293102,-0.245459,-10.359023,,,-6.465754,,-9.320172,-0.114187,-9.306582,-8.482158,-7.255982,,-8.348348,,-7.262966,,,,,,,,,,,,,,,,,0.068996,-6.154168,,,-0.249756,-10.341711,,
HC83,0.01352,,,-0.004986,-5.800349,,-8.585755,,,,,,,,,-0.050266,-5.815171,-0.025952,,,-0.404875,0.08626,,,,,0.129118,-0.298648,,,,0.01854,0.03734,0.964043,-5.111139,-0.040863,,,-0.539097,-7.594336,-5.527204,,,,,,-5.184106,,0.5312619,-7.553429,,,,,,0.010553,,0.040412,,-0.283409,-8.577327,0.852006,-0.166239,,,,,,,,,-4.937119,,,,,,-5.924903,-5.797557,,,,,,,,,,,0.081055,,,,-5.504871,,,0.165267,,,0.436175,,1.078591,,,-5.852292,,,,,,,,,,,-9.644625,-7.62324,,-7.467074,,,,-7.691825,,,,,,,-0.066888,0.931414,,,,,,-5.799404,-4.990706,,,0.079777,-0.232856,,,,-8.510767,,-5.394729,,,,-8.501774,-8.676147,,0.066391,,,,,,,-6.515011,,,-0.202518,,-6.823446,,,-0.4388,,,-6.46425,,,,,,,,,,-0.138524,0.192742,,,0.209031,-0.238964,,,0.188748,,,0.014786,-0.256293,-0.0003298,0.056746,-0.731633,,,0.530136,,-6.546369,-0.200097,1.253897,,0.856408,,,-0.072177,-5.251986,,-5.799173,,0.132072,,-7.68761,-0.081304,-0.576785,0.037252,0.021665,-0.033567,-0.264905,,,-0.138849,0.078026,0.214693,1.563881,0.053483,-0.02386,,-0.0306015,-6.345097,,0.20017,-7.56165,,,,,,-0.063119,0.033397,,-5.572632,,,,,,0.9499076,-7.578641,0.157364,-5.609988,-5.306025,-8.578705,,,,-0.190299,,-0.380779,-0.12932,-8.518953,,,,,,-0.824788,,,,,,,,,,,0.123236,-6.446258,,-7.682921,,-0.040394,0.280164,0.013263,0.068311,0.334483,,,-0.280055,0.222338,-7.528087,-0.337205,,-6.446334,0.136491,-0.486842,-0.04001,,-8.537717,0.141449,0.030397,-0.31785,,-0.037717,0.0318524,,,-0.230946,-0.057873,,,,-5.572278,-0.15769,0.056825,-7.619179,0.046397,0.087609,-0.001013,0.40972,,,3.171701,,0.304221,-0.186437,-0.286187,-8.284816,-7.534658,,1.003784,,-7.707617,,,,,,,,,,,,,,,,,0.142787,-6.623895,,,-0.150531,-0.106693,,
